time_stamps	cumulative_heading_changes	avg_distance_to_closest_person	intimate_space_intrusions	personal_space_intrusions	social_space_intrusions	group_intimate_space_intrusions	group_personal_space_intrusions	group_social_space_intrusions	robot_on_person_collision	person_on_robot_collision	time_not_moving	avg_robot_linear_speed	avg_robot_angular_speed	avg_acceleration	avg_overacceleration	avg_closest_pedestrian_velocity	social_force_on_agents	social_force_on_robot	social_work	obstacle_force_on_robot	obstacle_force_on_agents	
0.0	0.0	6.155268316704029	0	0	0	0	0	0	0	0	0	0.9619624018669128	0.34914374351501465	0.0	0.0	0.6890603303909302	0.0008070231885477724	0.0008070231885477728	0.001502774178964627	0.0	7.90302492735501e-14	
1.0	0.16699141263961792	5.253911261688125	0	0	0	0	0	0	0	0	0	0.8370562791824341	0.79703289270401	-0.12490612268447876	-0.12490612268447876	0.6244096755981445	0.007432901862346893	0.007432901862346881	0.01215973366358257	0.0	6.997761028501098e-12	
2.0	0.6422550082206726	4.195935120188145	0	0	0	0	0	0	0	0	0	0.9702408313751221	0.6241226196289062	0.133184552192688	0.133184552192688	0.6017286777496338	0.04955938572257289	0.049559385722572895	0.08590234184830912	0.0	1.2488882955384974e-09	
3.0	0.20172369480133057	3.2202700334500194	0	0	1	0	0	0	0	0	0	0.9601353406906128	0.2908976376056671	-0.010105490684509277	-0.010105490684509277	0.42852985858917236	0.13270821083145648	0.13270821083145648	0.2448249201829961	0.0	1.7147264722839217e-07	
4.0	0.3453298807144165	2.4742490484468247	0	0	1	0	0	1	0	0	0	0.9672245383262634	-0.007971840910613537	0.007089197635650635	0.007089197635650635	0.5530763268470764	0.20751461390663606	0.207514613906636	0.27882234756161195	0.0	1.438520874673878e-05	
5.0	0.1560766100883484	1.3241482124714707	0	0	1	0	0	1	0	0	0	0.6120398640632629	-0.4226502776145935	-0.3551846742630005	-0.3551846742630005	0.616722822189331	0.22565825360253566	0.22565825360253572	0.40120895283654445	0.0	0.002230234302553047	
6.0	0.7829365767538548	0.8543647023832044	0	1	0	0	0	1	0	0	0	0.7482671737670898	-0.8566672801971436	0.1362273097038269	0.1362273097038269	0.6099619269371033	0.2987486756043291	0.2987486756043291	0.5904344356255389	0.0	0.018496521471365667	
7.0	0.09613659605383873	0.7403903970950059	0	1	0	0	0	1	0	0	0	0.9397763609886169	0.23584650456905365	0.1915091872215271	0.1915091872215271	0.5158430337905884	0.8037302474813328	0.8037302474813325	1.5825487952070103	0.0	0.04119372912045947	
8.0	0.13301625102758408	1.684480602206706	0	0	1	0	0	1	0	0	0	0.9657516479492188	0.16064856946468353	0.025975286960601807	0.025975286960601807	0.38812336325645447	0.033555336830996124	0.03355533683099613	0.06581434660949573	0.0	0.000626893147705232	
9.0	0.14362221956253052	2.165228359337474	0	0	1	0	0	0	0	0	0	0.9284942150115967	-0.1188756600022316	-0.03725743293762207	-0.03725743293762207	0.9110009074211121	0.0023970638959679305	0.0023970638959679297	0.004440702507180303	0.0	2.897689432650452e-05	
10.0	0.1978973150253296	2.1660555505505177	0	0	1	0	0	0	0	0	0	0.9727802872657776	-0.4077460765838623	0.04428607225418091	0.04428607225418091	0.902732253074646	0.00028836508946476693	0.00028836508946476693	0.0005250340044869315	0.0	3.530930382428005e-05	
11.0	0.7420523166656494	2.108648211311702	0	0	1	0	0	0	0	0	0	0.9584601521492004	-0.440604031085968	-0.014320135116577148	-0.014320135116577148	0.9114400744438171	0.00018177918533047262	0.00018177918533047262	0.00032134114731752845	0.0	4.027221152473337e-05	
12.0	0.47314882278442383	1.5150096756533369	0	0	1	0	1	0	0	0	0	0.9677941799163818	0.669731080532074	0.009334027767181396	0.009334027767181396	0.389141708612442	3.7115523555436904e-06	3.7115523555436874e-06	6.842399645410924e-06	0.0	0.0009919984266698525	
13.0	0.1363048553466797	0.29459356141488074	1	0	0	0	1	0	0	0	0	0.9845584630966187	-0.9765370488166809	0.016764283180236816	0.016764283180236816	0.720329225063324	1.332447675158718e-06	1.332447675158718e-06	2.5702524564986645e-06	0.0	0.3221406221389772	
